RaceTitle,CandidateName,Adair,Andrew,Atchison,Audrain,Barry,Barton,Bates,Benton,Bollinger,Boone,Buchanan,Butler,Caldwell,Callaway,Camden,Cape Girardeau,Carroll,Carter,Cass,Cedar,Chariton,Christian,Clark,Clay,Clinton,Cole,Cooper,Crawford,Dade,Dallas,Daviess,De Kalb,Dent,Douglas,Dunklin,Franklin,Gasconade,Gentry,Greene,Grundy,Harrison,Henry,Hickory,Holt,Howard,Howell,Iron,Jackson,Jasper,Jefferson,Johnson,Kansas City,Knox,Laclede,Lafayette,Lawrence,Lewis,Lincoln,Linn,Livingston,Macon,Madison,Maries,Marion,McDonald,Mercer,Miller,Mississippi,Moniteau,Monroe,Montgomery,Morgan,New Madrid,Newton,Nodaway,Oregon,Osage,Ozark,Pemiscot,Perry,Pettis,Phelps,Pike,Platte,Polk,Pulaski,Putnam,Ralls,Randolph,Ray,Reynolds,Ripley,Saline,Schuyler,Scotland,Scott,Shannon,Shelby,St. Charles,St. Clair,St. Francois,St. Louis City,St. Louis County,Ste. Genevieve,Stoddard,Stone,Sullivan,Taney,Texas,Vernon,Warren,Washington,Wayne,Webster,Worth,Wright,
State Representative - District 48 ,Dave Muntzel - REP , , , , , , , , , , , , , , , , ,0 , , , ,413 , , , , , ,4278 , , , , , , , , , , , , , , , , , ,1910 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1160 , , , , , , , ,319 , , , ,1036 , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 49 ,Pamela (Pam) Murray - DEM , , , , , , , , , , , , , ,4075 , , , , , , , , , , , ,303 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 49 ,Jeanie Riddle - REP , , , , , , , , , , , , , ,9610 , , , , , , , , , , , ,704 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 50 ,Caleb Jones - REP , , , , , , , , , ,9667 , , , , , , , , , , , , , , , ,611 ,514 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2633 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 51 ,Gary L. Grigsby - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2460 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,361 , , , , , , , , , , , ,3423 , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 51 ,Dean A. Dohrman - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2611 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1190 , , , , , , , , , , , ,2913 , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 51 ,Bill Wayne - LIB , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,242 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53 , , , , , , , , , , , ,209 , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 52 ,Phyllis Sue Domann - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,512 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4342 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 52 ,Stanley Cox - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,986 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7012 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 53 ,Holmes Osborne - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,241 , , ,252 , , , ,6416 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 53 ,Glen Kolkmeyer - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,453 , , ,383 , , , ,9095 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 54 ,Nancy Maxwell - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3885 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,626 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 54 ,Denny Hoskins - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7753 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1589 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 54 ,Eddie Osborne - IND , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1140 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,71 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 55 ,Jim White - DEM , , , , , , , , , , , , , , , , , , ,6465 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 55 ,Rick Brattin - REP , , , , , , , , , , , , , , , , , , ,11747 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 56 ,Patty Johnson - DEM , , , , , , ,126 , , , , , , , , , , , ,5231 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,310 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 56 ,Chris Molendorp - REP , , , , , , ,183 , , , , , , , , , , , ,9776 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,230 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 57 ,Don Bullock - DEM , , , , , , ,103 ,1148 , , , , , , , , , , ,698 , , , , , , , , , , , , , , , , , , , , , , ,4664 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 57 ,Wanda Brown - REP , , , , , , ,162 ,2803 , , , , , , , , , , ,1114 , , , , , , , , , , , , , , , , , , , , , , ,5012 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 58 ,David Wood - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2067 , ,2842 , , ,7047 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 59 ,Vonnieta E. Trickey - DEM , , , , , , , , , , , , , , , , , , , , , , , , , ,3005 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,225 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 59 ,Mike Bernskoetter - REP , , , , , , , , , , , , , , , , , , , , , , , , , ,12604 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,802 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 60 ,Thomas F. Minihan - DEM , , , , , , , , , , , , , , , , , , , , , , , , , ,7084 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 60 ,Jason (Jay) Barnes - REP , , , , , , , , , , , , , , , , , , , , , , , , , ,10674 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 61 ,Michael Sage - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3207 ,939 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,662 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 61 ,Dave Schatz - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8446 ,2067 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1965 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 62 ,Greg Stratman - DEM , , , , , , , , , , , , , , , , , , , , , , , , , ,262 , ,106 , , , , , , , , ,1173 , , , , , , , , , , , , , , , , , , , , , , , , , ,1710 , , , ,212 , , , , , , , , , ,1327 , , , , ,849 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 62 ,Tom Hurst - REP , , , , , , , , , , , , , , , , , , , , , , , , , ,765 , ,169 , , , , , , , , ,2701 , , , , , , , , , , , , , , , , , , , , , , , , , ,2784 , , , ,703 , , , , , , , , , ,2755 , , , , ,1205 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
State Representative - District 63 ,Bill Stinson - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5163 , , , , , , , , , , , ,1609 , , , , , ,
State Representative - District 63 ,Bryan Spencer - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8930 , , , , , , , , , , , ,2233 , , , , , ,
State Representative - District 64 ,Wayne J. Henke - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2940 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5359 , , , , , , , , , , , , , , , , , ,
State Representative - District 64 ,Robert Cornejo - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2472 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6360 , , , , , , , , , , , , , , , , , ,
State Representative - District 65 ,Anne Zerr - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12755 , , , , , , , , , , , , , , , , , ,
State Representative - District 65 ,John R. Alsup - LIB , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2789 , , , , , , , , , , , , , , , , , ,
State Representative - District 66 ,Tommie Pierson - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1703 ,12724 , , , , , , , , , , , , , ,
State Representative - District 66 ,Julie Stone - LIB , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,83 ,1135 , , , , , , , , , , , , , ,
State Representative - District 67 ,Steve Webb - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18856 , , , , , , , , , , , , , ,
State Representative - District 68 ,Keith English - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14085 , , , , , , , , , , , , , ,
State Representative - District 68 ,Rekha Sharma - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3863 , , , , , , , , , , , , , ,
State Representative - District 69 ,Margo McNeil - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12313 , , , , , , , , , , , , , ,
State Representative - District 69 ,Glen Lindemann - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5341 , , , , , , , , , , , , , ,
State Representative - District 70 ,Bill Otto - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1440 , , , ,7814 , , , , , , , , , , , , , ,
State Representative - District 70 ,Eugene Dokes - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2582 , , , ,5955 , , , , , , , , , , , , , ,
State Representative - District 71 ,Susan Meredith - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13431 , , , , , , , , , , , , , ,
State Representative - District 72 ,Mary Nichols - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9815 , , , , , , , , , , , , , ,
State Representative - District 72 ,Patrick J. Brennan - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5828 , , , , , , , , , , , , , ,
State Representative - District 73 ,Courtney Curtis - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13495 , , , , , , , , , , , , , ,
State Representative - District 74 ,Sharon L. Pace - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14356 , , , , , , , , , , , , , ,
State Representative - District 75 ,Rochelle Walton Gray - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16600 , , , , , , , , , , , , , ,
State Representative - District 76 ,Chris Carter - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17869 , , , , , , , , , , , , , , ,
State Representative - District 77 ,Kimberly M. Gardner - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13992 , , , , , , , , , , , , , , ,
State Representative - District 78 ,Penny V. Hubbard - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12100 , , , , , , , , , , , , , , ,
State Representative - District 79 ,Michael Butler - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15225 , , , , , , , , , , , , , , ,
State Representative - District 80 ,Mike Colona - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13683 , , , , , , , , , , , , , , ,
State Representative - District 81 ,Jacob W. Hummel - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11555 , , , , , , , , , , , , , , ,
State Representative - District 82 ,Michele Kratky - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12631 , , , , , , , , , , , , , , ,
State Representative - District 82 ,Edward Harlow - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4560 , , , , , , , , , , , , , , ,
State Representative - District 83 ,Gina Mitten - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4148 ,11023 , , , , , , , , , , , , , ,
State Representative - District 84 ,Karla May - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15214 , , , , , , , , , , , , , , ,
State Representative - District 85 ,Clem Smith - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15570 , , , , , , , , , , , , , ,
State Representative - District 86 ,Rory Ellinger - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17721 , , , , , , , , , , , , , ,
State Representative - District 87 ,Stacey Newman - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15823 , , , , , , , , , , , , , ,
State Representative - District 88 ,Jill Schupp - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15334 , , , , , , , , , , , , , ,
State Representative - District 89 ,John J. Diehl Jr. - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18474 , , , , , , , , , , , , , ,
State Representative - District 90 ,Deb Lavender - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11172 , , , , , , , , , , , , , ,
State Representative - District 90 ,Rick Stream - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11438 , , , , , , , , , , , , , ,
State Representative - District 91 ,Jeanne Kirkton - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,371 ,11895 , , , , , , , , , , , , , ,
State Representative - District 91 ,Elizabeth Deal - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,186 ,8272 , , , , , , , , , , , , , ,
State Representative - District 92 ,Genise D. Montecillo - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9723 , , , , , , , , , , , , , ,
State Representative - District 92 ,Al Faulstich - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7529 , , , , , , , , , , , , , ,
State Representative - District 93 ,Bob Burns - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1676 ,7139 , , , , , , , , , , , , , ,
State Representative - District 93 ,Tony Leech - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,716 ,4094 , , , , , , , , , , , , , ,
State Representative - District 94 ,Vicki Lorenz Englund - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8568 , , , , , , , , , , , , , ,
State Representative - District 94 ,Cloria Brown - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8255 , , , , , , , , , , , , , ,
State Representative - District 95 ,Joe Zelle - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8025 , , , , , , , , , , , , , ,
State Representative - District 95 ,Marsha Haefner - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11920 , , , , , , , , , , , , , ,
State Representative - District 96 ,Mike Leara - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17087 , , , , , , , , , , , , , ,
State Representative - District 97 ,Sam Komo - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6633 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,607 , , , , , , , , , , , , , ,
State Representative - District 97 ,John C. McCaherty - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6946 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,868 , , , , , , , , , , , , , ,
State Representative - District 98 ,Dwight Scharnhorst - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15534 , , , , , , , , , , , , , ,
State Representative - District 99 ,William H. (Bill) Pinkston - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7405 , , , , , , , , , , , , , ,
State Representative - District 99 ,Andrew Koenig - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10755 , , , , , , , , , , , , , ,
State Representative - District 100 ,Sue Allen - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16814 , , , , , , , , , , , , , ,
State Representative - District 101 ,Don Gosen - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16962 , , , , , , , , , , , , , ,
State Representative - District 102 ,John Callahan - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6961 , , , , , , , , , , , , , , , , , ,
State Representative - District 102 ,Kurt Bahr - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11715 , , , , , , , , , , , , , , , , , ,
State Representative - District 103 ,Douglas Funderburk - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15754 , , , , , , , , , , , , , , , , , ,
State Representative - District 103 ,Kyle Schlereth - WI , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,76 , , , , , , , , , , , , , , , , , ,
State Representative - District 104 ,Terry Lesinski - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7616 , , , , , , , , , , , , , , , , , ,
